################################################################################
# This file contains a transactional data dump of students entering and leaving
# at the University Road drop-off gate. That is, the entrance closest to the
# Engineering buildings. There are three turnstiles. The first is North,
# denoted with 'N', and is closest to the Mineral Sciences Building. The second 
# is in the centre, denoted with 'C', and closest to the Mining Engineering
# Study Centre. The third is South, denoted by 'S', and is closest to the
# Engineering 2 Building.
#
# The time stamp indicates the day/month/year and time of day in the format
# hour:minutes:seconds. There is a variable indicating whether this is an
# 'entry' into the campus or an 'exit' leaving the campus. The 'success'
# variable indicates a '1' if the transaction was completed with only one tap of
# the student card, and '0' if two or more taps were required. 
################################################################################

date,type,turnstile,success
26/02/2020 10:41:04,entry,C,1
26/02/2020 10:41:53,exit,S,1
26/02/2020 10:42:49,exit,N,0
26/02/2020 10:43:44,exit,N,1
26/02/2020 10:46:40,entry,S,1
26/02/2020 10:46:51,exit,S,0
26/02/2020 10:47:15,entry,C,1
26/02/2020 10:47:20,entry,S,1
26/02/2020 10:48:42,exit,C,0
26/02/2020 10:49:28,entry,C,1
26/02/2020 10:50:60,entry,N,1
26/02/2020 10:52:12,exit,C,0
26/02/2020 10:52:18,entry,S,1
26/02/2020 10:55:02,entry,N,1
26/02/2020 10:55:38,entry,C,1
26/02/2020 10:57:01,entry,N,1
26/02/2020 10:58:06,entry,S,1
26/02/2020 10:58:30,entry,C,1
26/02/2020 10:58:37,entry,S,1
26/02/2020 11:00:36,exit,C,1
26/02/2020 11:00:49,exit,N,1
26/02/2020 11:02:47,entry,S,0
26/02/2020 11:02:53,exit,C,1
26/02/2020 11:03:58,entry,S,1
26/02/2020 11:06:35,entry,C,1
26/02/2020 11:06:45,entry,C,1
26/02/2020 11:07:04,exit,C,0
26/02/2020 11:13:33,exit,C,1
26/02/2020 11:15:54,exit,C,1
26/02/2020 11:15:57,entry,S,1
26/02/2020 11:16:00,entry,N,0
26/02/2020 11:16:04,exit,C,1
26/02/2020 11:17:38,entry,C,1
26/02/2020 11:17:54,exit,C,1
26/02/2020 11:18:03,entry,C,1
26/02/2020 11:18:49,entry,S,1
26/02/2020 11:19:49,entry,C,1
26/02/2020 11:19:57,entry,C,1
26/02/2020 11:23:44,entry,C,1
26/02/2020 11:27:04,entry,S,1
26/02/2020 11:28:11,entry,S,1
26/02/2020 11:28:16,entry,C,1
26/02/2020 11:28:28,exit,N,0
26/02/2020 11:28:53,entry,C,1
26/02/2020 11:29:35,exit,C,1
26/02/2020 11:31:09,entry,C,1
26/02/2020 11:31:47,exit,C,1
26/02/2020 11:31:48,entry,S,1
26/02/2020 11:32:48,exit,N,1
26/02/2020 11:33:05,entry,C,1
26/02/2020 11:33:34,entry,C,1
26/02/2020 11:34:26,entry,S,1
26/02/2020 11:36:02,exit,C,1
26/02/2020 11:38:20,exit,C,1
26/02/2020 11:38:31,entry,C,1
26/02/2020 11:38:41,entry,C,1
26/02/2020 11:39:16,exit,C,1
26/02/2020 11:39:49,exit,C,1
26/02/2020 11:40:23,entry,C,0
26/02/2020 11:42:16,exit,S,1
26/02/2020 11:43:19,entry,C,0
26/02/2020 11:43:35,exit,C,0
26/02/2020 11:45:10,entry,C,1
26/02/2020 11:45:15,entry,C,1
26/02/2020 11:47:40,exit,C,1
26/02/2020 11:52:32,entry,S,1
26/02/2020 11:54:02,exit,S,0
26/02/2020 11:54:45,entry,C,1
26/02/2020 11:54:53,entry,N,1
26/02/2020 11:56:02,exit,S,1
26/02/2020 11:58:25,exit,C,1
26/02/2020 11:58:51,exit,C,1
26/02/2020 11:59:16,entry,C,1
26/02/2020 12:00:35,entry,S,1
26/02/2020 12:02:18,exit,S,1
26/02/2020 12:05:43,exit,C,1
26/02/2020 12:07:07,entry,S,1
26/02/2020 12:07:27,exit,S,1
26/02/2020 12:09:42,entry,S,1
26/02/2020 12:09:58,entry,C,1
26/02/2020 12:10:23,exit,C,1
26/02/2020 12:13:27,exit,N,1
26/02/2020 12:15:06,entry,S,1
26/02/2020 12:18:25,entry,N,1
26/02/2020 12:20:04,exit,N,1
26/02/2020 12:22:01,entry,C,1
26/02/2020 12:22:02,entry,S,1
26/02/2020 12:22:56,entry,N,1
26/02/2020 12:23:21,entry,S,0
26/02/2020 12:29:02,entry,C,1
26/02/2020 12:31:34,entry,S,1
26/02/2020 12:32:28,exit,C,1
26/02/2020 12:32:54,entry,C,1
26/02/2020 12:34:27,exit,C,1
26/02/2020 12:35:08,exit,C,1
26/02/2020 12:36:03,entry,C,1
26/02/2020 12:36:38,entry,S,1
26/02/2020 12:37:09,entry,C,1
26/02/2020 12:40:24,exit,C,0
26/02/2020 12:42:10,entry,N,1
26/02/2020 12:42:31,entry,N,1
26/02/2020 12:45:20,exit,S,1
26/02/2020 12:45:44,entry,C,1
26/02/2020 12:45:48,entry,S,1
26/02/2020 12:46:02,entry,N,0
26/02/2020 12:48:10,entry,S,1
26/02/2020 12:48:31,exit,N,1
26/02/2020 12:49:02,entry,C,1
26/02/2020 12:49:27,entry,S,1
26/02/2020 12:51:18,exit,C,1
26/02/2020 12:52:11,entry,S,1
26/02/2020 12:54:58,exit,S,0
26/02/2020 12:55:37,exit,N,1
26/02/2020 12:56:10,exit,S,1
26/02/2020 12:56:49,entry,C,1
26/02/2020 12:58:28,exit,C,1
26/02/2020 13:01:26,entry,S,1
26/02/2020 13:05:35,exit,C,1
26/02/2020 13:05:36,entry,S,1
26/02/2020 13:06:16,exit,N,1
26/02/2020 13:07:27,entry,C,1
26/02/2020 13:08:46,exit,S,1
26/02/2020 13:10:33,exit,C,1
26/02/2020 13:11:21,exit,C,1
26/02/2020 13:11:51,exit,C,1
26/02/2020 13:12:41,exit,S,1
26/02/2020 13:14:35,exit,S,0
26/02/2020 13:14:47,entry,C,1
26/02/2020 13:15:30,exit,N,1
26/02/2020 13:16:44,exit,S,1
26/02/2020 13:17:06,exit,S,1
26/02/2020 13:17:41,entry,C,1
26/02/2020 13:18:46,exit,S,1
26/02/2020 13:19:47,entry,N,1
26/02/2020 13:22:49,entry,N,1
26/02/2020 13:24:29,entry,C,1
26/02/2020 13:26:32,entry,C,1
26/02/2020 13:26:44,exit,C,1
26/02/2020 13:26:48,exit,C,1
26/02/2020 13:26:59,entry,C,1
26/02/2020 13:27:32,exit,C,1
26/02/2020 13:28:08,exit,S,0
26/02/2020 13:28:49,exit,S,1
26/02/2020 13:30:34,exit,S,1
26/02/2020 13:30:52,entry,S,1
26/02/2020 13:33:16,entry,C,1
26/02/2020 13:35:11,exit,S,1
26/02/2020 13:37:19,exit,S,1
26/02/2020 13:37:28,entry,C,1
26/02/2020 13:37:41,exit,C,1
26/02/2020 13:39:46,exit,C,0
26/02/2020 13:41:11,entry,C,1
26/02/2020 13:41:17,entry,S,1
26/02/2020 13:42:44,entry,C,1
26/02/2020 13:42:51,exit,C,1
26/02/2020 13:43:50,exit,S,1
26/02/2020 13:43:56,exit,C,1
26/02/2020 13:44:32,exit,N,1
26/02/2020 13:44:55,exit,C,1
26/02/2020 13:44:56,exit,N,1
26/02/2020 13:45:28,entry,C,1
26/02/2020 13:47:02,exit,C,1
26/02/2020 13:47:03,exit,S,1
26/02/2020 13:49:02,entry,N,1
26/02/2020 13:49:34,entry,C,1
26/02/2020 13:50:11,entry,C,1
26/02/2020 13:51:09,entry,S,1
26/02/2020 13:51:32,exit,C,0
26/02/2020 13:51:56,entry,S,1
26/02/2020 13:52:01,entry,C,1
26/02/2020 13:52:08,entry,S,1
26/02/2020 13:52:08,exit,C,1
26/02/2020 13:52:41,exit,C,0
26/02/2020 13:54:11,entry,N,1
26/02/2020 13:54:13,exit,C,1
26/02/2020 13:54:26,entry,S,1
26/02/2020 13:56:36,entry,S,1
26/02/2020 13:56:52,exit,N,1
26/02/2020 13:56:58,exit,C,1
26/02/2020 13:58:44,entry,C,1
26/02/2020 13:59:11,entry,C,1
26/02/2020 13:59:23,entry,C,1
26/02/2020 14:00:24,entry,S,0
26/02/2020 14:01:01,entry,S,1
26/02/2020 14:03:09,exit,S,1
26/02/2020 14:03:17,exit,S,0
26/02/2020 14:05:12,entry,S,1
26/02/2020 14:06:11,entry,S,1
26/02/2020 14:11:12,entry,C,1
26/02/2020 14:11:39,exit,S,1
26/02/2020 14:13:39,entry,C,1
26/02/2020 14:15:37,exit,C,1
26/02/2020 14:15:46,entry,C,1
26/02/2020 14:16:51,entry,N,1
26/02/2020 14:17:04,entry,N,1
26/02/2020 14:21:36,entry,C,1
26/02/2020 14:22:05,entry,C,1
26/02/2020 14:23:51,exit,S,1
26/02/2020 14:24:33,exit,S,1
26/02/2020 14:24:41,exit,N,0
26/02/2020 14:24:47,entry,S,1
26/02/2020 14:26:10,exit,N,1
26/02/2020 14:26:23,exit,S,0
26/02/2020 14:29:51,exit,C,1
26/02/2020 14:32:08,entry,C,1
26/02/2020 14:33:08,exit,S,0
26/02/2020 14:35:44,exit,S,1
26/02/2020 14:36:40,entry,C,1
26/02/2020 14:36:57,entry,N,0
26/02/2020 14:38:16,exit,S,1
26/02/2020 14:38:27,exit,S,1
26/02/2020 14:40:39,exit,C,1
26/02/2020 14:41:13,exit,C,1
26/02/2020 14:41:39,entry,N,1
26/02/2020 14:42:32,entry,C,1
26/02/2020 14:43:22,entry,C,0
26/02/2020 14:44:39,exit,S,1
26/02/2020 14:46:13,entry,N,1
26/02/2020 14:46:43,entry,S,1
26/02/2020 14:47:54,entry,C,1
26/02/2020 14:51:21,exit,S,1
26/02/2020 14:52:49,exit,C,1
26/02/2020 14:55:38,exit,S,1
26/02/2020 14:55:55,entry,S,1
26/02/2020 15:01:37,entry,S,1
26/02/2020 15:04:34,entry,C,1
26/02/2020 15:04:49,exit,N,1
26/02/2020 15:05:17,exit,C,1
26/02/2020 15:06:30,entry,S,1
26/02/2020 15:07:06,entry,N,1
26/02/2020 15:08:36,exit,N,1
26/02/2020 15:09:13,exit,N,1
26/02/2020 15:10:04,entry,S,1
26/02/2020 15:10:05,entry,N,1
26/02/2020 15:14:08,exit,S,0
26/02/2020 15:23:24,exit,C,1
26/02/2020 15:26:52,exit,C,1
26/02/2020 15:27:42,exit,S,1
26/02/2020 15:30:14,exit,S,1
26/02/2020 15:30:52,entry,C,1
26/02/2020 15:31:34,entry,C,1
26/02/2020 15:32:32,exit,N,1
26/02/2020 15:39:22,exit,S,1
26/02/2020 15:41:15,entry,C,1
26/02/2020 15:41:18,entry,S,0
26/02/2020 15:41:21,exit,C,1
26/02/2020 15:44:22,exit,S,0
26/02/2020 15:45:05,exit,C,1
26/02/2020 15:45:25,exit,S,1
26/02/2020 15:46:46,exit,S,0
26/02/2020 15:47:25,exit,C,1
26/02/2020 15:47:26,exit,S,1
26/02/2020 15:51:46,exit,C,1
26/02/2020 15:54:21,entry,S,1
26/02/2020 15:55:37,exit,S,1
26/02/2020 15:59:10,exit,C,1
26/02/2020 15:59:52,entry,C,1
26/02/2020 16:02:06,exit,C,0
26/02/2020 16:02:22,entry,S,1
26/02/2020 16:03:34,entry,C,1
26/02/2020 16:05:60,exit,S,0
26/02/2020 16:08:17,exit,S,1
26/02/2020 16:09:26,exit,S,1
26/02/2020 16:11:14,entry,S,1
26/02/2020 16:12:07,exit,S,0
26/02/2020 16:13:43,exit,S,1
26/02/2020 16:14:19,exit,S,1
26/02/2020 16:20:08,exit,S,1
26/02/2020 16:20:38,exit,C,1
26/02/2020 16:20:43,entry,S,0
26/02/2020 16:22:31,exit,C,1
26/02/2020 16:24:01,exit,C,1
26/02/2020 16:24:25,exit,C,1
26/02/2020 16:24:45,exit,C,1
26/02/2020 16:25:59,entry,S,0
26/02/2020 16:26:25,exit,S,1
26/02/2020 16:27:11,exit,C,1
26/02/2020 16:27:50,exit,S,1
26/02/2020 16:28:38,exit,N,1
26/02/2020 16:30:07,exit,C,0
26/02/2020 16:30:11,exit,C,1
26/02/2020 16:32:47,exit,C,1
26/02/2020 16:33:06,exit,S,1
26/02/2020 16:33:08,entry,C,0
26/02/2020 16:34:23,exit,C,1
26/02/2020 16:35:37,exit,S,1
26/02/2020 16:35:52,exit,C,1
26/02/2020 16:37:09,exit,C,1
26/02/2020 16:40:46,exit,S,1
26/02/2020 16:42:28,entry,S,1
26/02/2020 16:44:17,exit,N,1
26/02/2020 16:44:28,exit,C,1
26/02/2020 16:44:51,exit,C,1
26/02/2020 16:48:04,entry,C,0
26/02/2020 16:49:02,exit,S,1
26/02/2020 16:53:48,exit,C,1
26/02/2020 16:56:58,entry,S,1
26/02/2020 16:57:08,exit,C,1
26/02/2020 16:57:19,entry,C,1
26/02/2020 16:59:00,exit,S,1
26/02/2020 16:59:10,exit,S,1
26/02/2020 17:00:13,entry,S,1
26/02/2020 17:00:52,exit,S,1
26/02/2020 17:01:59,exit,C,1
26/02/2020 17:03:30,exit,C,1
26/02/2020 17:04:33,exit,S,1
26/02/2020 17:04:41,exit,C,1
26/02/2020 17:05:17,exit,S,1
26/02/2020 17:05:32,entry,C,1
26/02/2020 17:07:10,entry,S,0
26/02/2020 17:07:14,exit,N,1
26/02/2020 17:09:59,exit,C,1
26/02/2020 17:10:14,exit,C,1
26/02/2020 17:10:38,exit,C,1
26/02/2020 17:11:56,exit,C,1
26/02/2020 17:13:33,exit,C,1
26/02/2020 17:14:22,entry,C,1
26/02/2020 17:15:42,entry,S,1
26/02/2020 17:15:42,exit,C,1
26/02/2020 17:17:07,exit,S,1
26/02/2020 17:18:04,entry,C,1
26/02/2020 17:19:16,exit,S,1
26/02/2020 17:19:26,exit,C,1
26/02/2020 17:23:38,exit,S,1
26/02/2020 17:24:03,exit,C,0
26/02/2020 17:25:47,exit,C,0
26/02/2020 17:26:22,entry,S,1
26/02/2020 17:28:03,entry,C,1
26/02/2020 17:30:38,exit,S,1
26/02/2020 17:30:59,exit,C,1
26/02/2020 17:31:29,exit,C,1
26/02/2020 17:31:51,exit,C,1
26/02/2020 17:34:38,exit,C,1
26/02/2020 17:35:31,exit,S,1
26/02/2020 17:36:26,exit,S,1
26/02/2020 17:38:05,exit,C,1
26/02/2020 17:39:60,exit,C,1
26/02/2020 17:40:28,exit,C,1
26/02/2020 17:41:23,entry,C,1
26/02/2020 17:42:01,exit,C,1
26/02/2020 17:42:21,entry,C,1
26/02/2020 17:43:09,exit,C,1
26/02/2020 17:43:20,exit,C,1
26/02/2020 17:43:39,exit,C,1
26/02/2020 17:44:33,entry,C,1
26/02/2020 17:44:50,exit,C,1
26/02/2020 17:45:42,exit,N,1
26/02/2020 17:47:36,exit,C,0
26/02/2020 17:48:21,exit,C,1
26/02/2020 17:48:34,exit,S,1
26/02/2020 17:49:25,exit,C,1
26/02/2020 17:49:40,exit,C,1
26/02/2020 17:51:16,entry,C,1
26/02/2020 17:53:29,exit,S,1
26/02/2020 17:54:46,entry,S,1
26/02/2020 17:55:60,exit,C,0
26/02/2020 17:56:05,exit,S,1
26/02/2020 17:56:27,exit,N,1
26/02/2020 17:56:30,exit,S,1
26/02/2020 17:57:28,exit,C,1
26/02/2020 17:57:37,exit,C,1
26/02/2020 17:58:19,exit,S,1
26/02/2020 17:58:54,exit,C,1
26/02/2020 18:01:34,entry,C,1
26/02/2020 18:01:42,exit,S,1
26/02/2020 18:03:42,exit,N,1
26/02/2020 18:04:52,entry,S,1
26/02/2020 18:04:58,exit,C,1
26/02/2020 18:05:45,exit,C,1
26/02/2020 18:06:24,exit,C,1
26/02/2020 18:07:57,exit,C,0
26/02/2020 18:08:07,exit,C,1
26/02/2020 18:09:57,exit,N,1
26/02/2020 18:10:49,exit,C,1
26/02/2020 18:14:00,exit,S,0
26/02/2020 18:14:28,exit,C,1
26/02/2020 18:19:03,exit,C,1
26/02/2020 18:21:23,exit,C,1
26/02/2020 18:21:49,exit,S,1
26/02/2020 18:22:08,exit,C,1
26/02/2020 18:22:55,exit,S,1
26/02/2020 18:25:20,exit,C,1
26/02/2020 18:26:31,exit,S,1
26/02/2020 18:27:26,entry,C,1
26/02/2020 18:28:02,exit,C,1
26/02/2020 18:28:32,exit,C,1
26/02/2020 18:29:15,exit,C,1
26/02/2020 18:29:33,exit,N,1
26/02/2020 18:30:25,exit,S,1
26/02/2020 18:31:54,exit,S,1
26/02/2020 18:31:57,exit,C,1
26/02/2020 18:33:31,exit,S,1
26/02/2020 18:36:26,exit,C,1
26/02/2020 18:39:41,exit,C,0
26/02/2020 18:40:23,exit,C,1
26/02/2020 18:40:24,exit,S,1
26/02/2020 18:42:01,entry,C,1
26/02/2020 18:42:17,exit,S,1
26/02/2020 18:43:42,exit,C,1
26/02/2020 18:43:52,exit,C,1
26/02/2020 18:44:40,exit,S,1
26/02/2020 18:46:26,exit,C,1
26/02/2020 18:46:58,entry,N,1
26/02/2020 18:49:01,exit,C,1
26/02/2020 18:49:16,exit,C,1
26/02/2020 18:49:37,exit,N,1
26/02/2020 18:49:40,exit,C,1
26/02/2020 18:51:36,exit,C,1
26/02/2020 18:51:54,exit,S,1
26/02/2020 18:52:07,exit,S,0
26/02/2020 18:52:12,exit,N,1
26/02/2020 18:52:31,exit,S,1
26/02/2020 18:55:26,exit,N,1
26/02/2020 18:56:06,exit,N,1
26/02/2020 18:56:09,exit,C,1
26/02/2020 18:57:07,exit,N,1
26/02/2020 18:59:54,exit,S,1
26/02/2020 19:00:07,exit,C,1
26/02/2020 19:02:20,exit,N,1
26/02/2020 19:04:59,entry,S,1
26/02/2020 19:05:40,exit,S,1
26/02/2020 19:10:26,entry,S,1
26/02/2020 19:17:53,exit,C,1
26/02/2020 19:19:05,entry,C,0
26/02/2020 19:21:56,exit,S,1
26/02/2020 19:22:52,entry,C,1
26/02/2020 19:24:44,exit,C,0
26/02/2020 19:26:21,entry,C,1
26/02/2020 19:26:51,exit,C,1
26/02/2020 19:29:11,exit,S,1
26/02/2020 19:32:26,exit,C,1
26/02/2020 19:33:35,exit,C,0
26/02/2020 19:34:52,entry,S,1
26/02/2020 19:35:06,exit,C,0
26/02/2020 19:35:26,exit,S,1
26/02/2020 19:36:36,exit,C,1
26/02/2020 19:36:45,exit,C,1
26/02/2020 19:36:52,exit,C,1
26/02/2020 19:38:20,exit,C,1
26/02/2020 19:38:28,entry,S,1
26/02/2020 19:39:46,exit,S,1
26/02/2020 19:41:35,exit,C,1
26/02/2020 19:42:27,exit,N,1
26/02/2020 19:43:51,exit,S,1
26/02/2020 19:50:07,exit,S,1
26/02/2020 19:51:16,exit,N,1
26/02/2020 19:51:38,exit,S,1
26/02/2020 19:53:54,exit,C,0
26/02/2020 19:54:56,exit,N,1
26/02/2020 19:57:48,exit,S,1
26/02/2020 19:58:01,exit,S,1
26/02/2020 19:58:17,exit,S,1
26/02/2020 20:00:02,exit,S,1
26/02/2020 20:06:34,exit,C,1
26/02/2020 20:09:39,exit,N,1
26/02/2020 20:13:03,entry,S,1
26/02/2020 20:16:18,exit,C,1
26/02/2020 20:17:59,exit,S,1
26/02/2020 20:18:26,exit,N,1
26/02/2020 20:18:52,exit,N,1
26/02/2020 20:21:32,exit,S,1
26/02/2020 20:28:58,exit,C,1
26/02/2020 20:29:23,exit,C,1
26/02/2020 20:31:06,exit,C,1
26/02/2020 20:31:38,exit,C,1
26/02/2020 20:31:47,exit,C,1
26/02/2020 20:32:07,exit,S,1
26/02/2020 20:41:11,exit,C,1
26/02/2020 20:43:28,exit,C,1
26/02/2020 20:43:47,exit,N,1
26/02/2020 20:44:57,exit,S,1
26/02/2020 20:45:54,exit,C,1
26/02/2020 20:46:14,exit,S,0
26/02/2020 20:51:06,exit,N,1
26/02/2020 20:51:56,exit,S,1
26/02/2020 20:59:55,exit,S,1
26/02/2020 21:02:48,exit,N,0
26/02/2020 21:02:56,exit,C,0
26/02/2020 21:06:32,exit,N,1
26/02/2020 21:11:33,exit,C,1
26/02/2020 21:12:14,exit,S,1
26/02/2020 21:15:14,exit,C,1
26/02/2020 21:15:52,exit,S,1
26/02/2020 21:17:15,exit,C,1
26/02/2020 21:23:31,exit,N,1
26/02/2020 21:38:17,exit,C,1
26/02/2020 21:39:10,exit,S,1
26/02/2020 21:41:03,exit,C,1
26/02/2020 21:43:55,exit,C,0
26/02/2020 22:14:17,exit,C,1
26/02/2020 22:27:27,entry,C,1
26/02/2020 22:28:35,exit,C,1
26/02/2020 22:47:45,exit,C,1
26/02/2020 23:08:25,exit,N,1
26/02/2020 23:13:00,exit,S,1
26/02/2020 23:26:44,exit,C,1
26/02/2020 23:32:26,exit,C,1
26/02/2020 23:35:39,exit,S,1
26/02/2020 23:40:51,exit,C,1
26/02/2020 23:47:37,exit,S,0
26/02/2020 23:52:57,exit,C,1
27/02/2020 00:02:23,entry,C,1
27/02/2020 00:11:35,exit,S,1
27/02/2020 00:22:58,exit,S,1
27/02/2020 00:25:33,exit,S,1
27/02/2020 00:44:17,exit,C,1
27/02/2020 00:55:06,exit,S,1
27/02/2020 01:18:05,exit,C,1
27/02/2020 01:26:13,exit,C,1
27/02/2020 01:39:59,exit,S,0
27/02/2020 01:44:21,exit,C,0
27/02/2020 02:08:07,exit,C,0
27/02/2020 02:25:58,entry,C,1
27/02/2020 02:29:47,entry,N,1
27/02/2020 03:14:16,entry,S,1
27/02/2020 03:22:57,exit,S,0
27/02/2020 04:41:05,entry,N,1
27/02/2020 05:10:13,entry,S,1
27/02/2020 05:30:04,entry,S,1
27/02/2020 05:30:18,entry,C,1
27/02/2020 05:41:46,entry,C,1
27/02/2020 06:14:35,entry,C,1
27/02/2020 06:14:56,entry,S,1
27/02/2020 06:15:03,entry,S,1
27/02/2020 06:16:04,entry,N,1
27/02/2020 06:23:32,entry,C,1
27/02/2020 06:24:27,entry,C,1
27/02/2020 06:26:34,entry,C,0
27/02/2020 06:28:02,entry,C,1
27/02/2020 06:29:15,entry,N,1
27/02/2020 06:33:45,entry,N,1
27/02/2020 06:35:13,entry,S,1
27/02/2020 06:44:29,exit,S,1
27/02/2020 06:54:48,entry,N,1
27/02/2020 06:55:59,entry,C,1
27/02/2020 06:57:10,entry,N,1
27/02/2020 07:05:09,entry,S,1
27/02/2020 07:05:41,entry,C,1
27/02/2020 07:06:14,entry,C,1
27/02/2020 07:07:20,entry,N,1
27/02/2020 07:09:05,entry,C,1
27/02/2020 07:09:50,exit,S,1
27/02/2020 07:10:10,entry,S,1
27/02/2020 07:11:22,exit,C,1
27/02/2020 07:11:55,exit,C,1
27/02/2020 07:12:09,entry,C,0
27/02/2020 07:12:30,entry,C,1
27/02/2020 07:13:11,entry,C,1
27/02/2020 07:14:09,entry,S,1
27/02/2020 07:14:13,entry,C,1
27/02/2020 07:14:21,entry,N,1
27/02/2020 07:17:15,exit,N,1
27/02/2020 07:20:39,entry,C,1
27/02/2020 07:22:13,entry,C,1
27/02/2020 07:23:19,entry,C,1
27/02/2020 07:24:29,entry,S,1
27/02/2020 07:25:17,entry,C,1
27/02/2020 07:26:01,entry,C,1
27/02/2020 07:26:06,entry,S,1
27/02/2020 07:26:07,entry,C,1
27/02/2020 07:26:27,entry,N,1
27/02/2020 07:28:04,entry,C,1
27/02/2020 07:28:19,entry,C,0
27/02/2020 07:28:34,entry,C,1
27/02/2020 07:28:41,entry,S,1
27/02/2020 07:29:12,entry,S,1
27/02/2020 07:29:46,entry,S,1
27/02/2020 07:29:55,entry,C,1
27/02/2020 07:30:07,entry,S,1
27/02/2020 07:30:16,entry,C,0
27/02/2020 07:31:28,entry,C,1
27/02/2020 07:31:29,entry,C,1
27/02/2020 07:31:44,entry,C,1
27/02/2020 07:32:01,entry,C,1
27/02/2020 07:32:30,entry,N,1
27/02/2020 07:33:41,entry,C,1
27/02/2020 07:33:58,exit,S,1
27/02/2020 07:34:26,entry,N,1
27/02/2020 07:35:50,exit,C,1
27/02/2020 07:37:03,entry,C,1
27/02/2020 07:37:10,entry,S,1
27/02/2020 07:37:41,entry,S,1
27/02/2020 07:37:59,entry,C,1
27/02/2020 07:38:41,entry,N,1
27/02/2020 07:39:07,entry,S,1
27/02/2020 07:39:17,entry,C,1
27/02/2020 07:40:08,entry,C,1
27/02/2020 07:40:54,entry,C,1
27/02/2020 07:42:38,entry,C,0
27/02/2020 07:42:58,entry,S,1
27/02/2020 07:43:56,entry,S,1
27/02/2020 07:46:23,exit,C,0
27/02/2020 07:46:57,entry,S,1
27/02/2020 07:47:57,entry,C,1
27/02/2020 07:48:14,entry,S,1
27/02/2020 07:48:17,entry,S,1
27/02/2020 07:48:31,entry,S,1
27/02/2020 07:48:60,entry,C,1
27/02/2020 07:50:01,entry,C,1
27/02/2020 07:50:46,entry,C,1
27/02/2020 07:53:12,entry,C,1
27/02/2020 07:53:46,entry,C,1
27/02/2020 07:54:12,entry,C,1
27/02/2020 07:55:35,entry,S,1
27/02/2020 07:55:49,entry,C,1
27/02/2020 07:57:48,entry,S,1
27/02/2020 07:58:36,entry,C,1
27/02/2020 07:58:49,entry,C,1
27/02/2020 07:59:41,entry,S,1
27/02/2020 07:59:57,entry,C,1
27/02/2020 08:00:29,exit,C,1
27/02/2020 08:01:05,entry,S,1
27/02/2020 08:01:21,entry,S,1
27/02/2020 08:02:09,entry,C,0
27/02/2020 08:02:15,entry,C,1
27/02/2020 08:03:51,entry,C,1
27/02/2020 08:04:20,entry,S,1
27/02/2020 08:05:37,exit,C,1
27/02/2020 08:06:26,exit,S,0
27/02/2020 08:06:59,entry,C,1
27/02/2020 08:09:51,entry,S,1
27/02/2020 08:11:30,entry,C,1
27/02/2020 08:13:01,entry,C,1
27/02/2020 08:14:56,exit,C,0
27/02/2020 08:15:53,exit,S,1
27/02/2020 08:17:17,entry,C,1
27/02/2020 08:19:03,entry,C,1
27/02/2020 08:19:33,entry,S,1
27/02/2020 08:22:38,entry,S,1
27/02/2020 08:22:41,exit,C,1
27/02/2020 08:22:49,exit,S,1
27/02/2020 08:22:57,entry,C,1
27/02/2020 08:23:57,entry,N,1
27/02/2020 08:23:59,entry,N,1
27/02/2020 08:24:21,entry,S,1
27/02/2020 08:24:41,entry,N,1
27/02/2020 08:25:21,entry,S,1
27/02/2020 08:25:29,entry,S,1
27/02/2020 08:28:41,entry,C,1
27/02/2020 08:29:02,entry,C,1
27/02/2020 08:29:23,entry,C,1
27/02/2020 08:30:05,entry,N,1
27/02/2020 08:30:22,entry,C,1
27/02/2020 08:31:39,entry,N,0
27/02/2020 08:31:57,entry,S,1
27/02/2020 08:32:29,entry,N,1
27/02/2020 08:33:22,entry,C,1
27/02/2020 08:33:33,entry,C,1
27/02/2020 08:35:11,entry,S,1
27/02/2020 08:35:58,entry,S,1
27/02/2020 08:36:05,entry,S,1
27/02/2020 08:36:60,entry,C,1
27/02/2020 08:38:38,entry,C,1
27/02/2020 08:38:39,entry,C,1
27/02/2020 08:39:11,exit,C,1
27/02/2020 08:40:35,entry,C,1
27/02/2020 08:40:40,entry,C,1
27/02/2020 08:40:59,entry,C,1
27/02/2020 08:42:14,exit,S,1
27/02/2020 08:42:28,entry,C,1
27/02/2020 08:42:47,entry,C,1
27/02/2020 08:42:54,entry,C,1
27/02/2020 08:42:58,exit,C,1
27/02/2020 08:43:38,exit,C,1
27/02/2020 08:46:33,entry,N,1
27/02/2020 08:46:46,entry,S,1
27/02/2020 08:47:49,entry,S,1
27/02/2020 08:49:26,exit,S,1
27/02/2020 08:49:41,entry,C,1
27/02/2020 08:51:14,entry,C,0
27/02/2020 08:52:42,entry,N,1
27/02/2020 08:53:25,entry,N,1
27/02/2020 08:53:26,exit,S,0
27/02/2020 08:53:59,entry,C,1
27/02/2020 08:57:30,entry,C,1
27/02/2020 08:59:32,entry,C,1
27/02/2020 09:00:05,entry,C,1
27/02/2020 09:00:27,entry,S,0
27/02/2020 09:00:59,entry,S,1
27/02/2020 09:01:10,exit,C,1
27/02/2020 09:01:57,entry,S,1
27/02/2020 09:02:59,entry,N,1
27/02/2020 09:03:56,entry,N,1
27/02/2020 09:05:51,entry,C,1
