################################################################################
# This file contains a transactional data dump of students entering and leaving
# at the University Road drop-off gate. That is, the entrance closest to the
# Engineering buildings. There are three turnstiles. The first is North,
# denoted with 'N', and is closest to the Mineral Sciences Building. The second 
# is in the centre, denoted with 'C', and closest to the Mining Engineering
# Study Centre. The third is South, denoted by 'S', and is closest to the
# Engineering 2 Building.
#
# The time stamp indicates the time of day first in the compact format HHMMSS
# and then the date as day/month/year. There is a variable indicating whether
# this is an 'entry' into the campus or an 'exit' leaving the campus. The
# 'success' variable indicates a '1' if the transaction was completed with only
# one tap of the student card, and '0' if two or more taps were required.
#
# The final variable indicates the system's estimate for the entry or exit
# transaction duration (in seconds). That is the time from when a student's
# card is first tapped until the turnstile is activated and locked again behind 
# the student. 
################################################################################


date,type,turnstile,success,duration
125233 26/02/2020,entry,C,0,5.9
125337 26/02/2020,entry,N,1,7.41
125615 26/02/2020,entry,S,1,7.95
125647 26/02/2020,entry,S,1,5.82
125820 26/02/2020,entry,S,1,6.51
125929 26/02/2020,entry,N,1,6.08
125932 26/02/2020,exit,N,0,5.88
130131 26/02/2020,entry,C,1,7.93
130202 26/02/2020,entry,C,1,6.13
130316 26/02/2020,entry,S,1,6.83
130325 26/02/2020,entry,C,1,6.9
130333 26/02/2020,entry,C,1,7.77
130511 26/02/2020,entry,C,1,5.48
130647 26/02/2020,exit,C,1,6.05
130704 26/02/2020,entry,S,1,4.89
130706 26/02/2020,entry,S,1,6.81
130724 26/02/2020,exit,C,1,6.41
130726 26/02/2020,entry,C,1,6.63
130847 26/02/2020,exit,C,1,4.8
130855 26/02/2020,entry,N,1,5.37
130911 26/02/2020,entry,S,1,5.1
131038 26/02/2020,exit,C,1,6.18
131131 26/02/2020,exit,S,1,5.79
131234 26/02/2020,exit,C,1,6.3
131423 26/02/2020,exit,C,1,6.5
131436 26/02/2020,exit,C,0,7.01
131503 26/02/2020,exit,S,1,6.12
131703 26/02/2020,exit,C,1,8.57
131718 26/02/2020,entry,C,1,7.19
131724 26/02/2020,entry,C,1,6.86
131725 26/02/2020,exit,C,1,6.17
131750 26/02/2020,entry,C,1,5.24
131849 26/02/2020,exit,N,1,6.08
131850 26/02/2020,exit,S,1,6.96
132059 26/02/2020,entry,C,1,6.46
132148 26/02/2020,entry,C,1,5.09
132211 26/02/2020,exit,S,1,5.77
132239 26/02/2020,exit,S,0,7.37
132416 26/02/2020,entry,S,1,5.18
132502 26/02/2020,entry,C,1,5.22
132731 26/02/2020,entry,C,1,5.96
133222 26/02/2020,exit,N,1,6.85
133231 26/02/2020,entry,C,1,6.56
133316 26/02/2020,exit,C,1,5.72
133402 26/02/2020,entry,C,1,6.05
133459 26/02/2020,exit,C,0,5.75
133533 26/02/2020,exit,C,1,7.05
133646 26/02/2020,entry,S,1,5.67
133911 26/02/2020,entry,C,1,6.28
133949 26/02/2020,exit,C,1,6.12
133951 26/02/2020,exit,N,0,7.28
134017 26/02/2020,exit,N,1,6.79
134033 26/02/2020,entry,C,1,5.24
134123 26/02/2020,entry,N,1,7.46
134334 26/02/2020,entry,C,1,7.29
134339 26/02/2020,entry,C,1,6.14
134344 26/02/2020,entry,C,1,5.04
134358 26/02/2020,exit,C,1,6.63
134511 26/02/2020,entry,C,1,6.34
134531 26/02/2020,exit,S,1,6.44
134601 26/02/2020,entry,C,1,6.83
134711 26/02/2020,exit,C,1,6.48
134819 26/02/2020,entry,S,1,5.86
134902 26/02/2020,exit,C,0,6.6
135011 26/02/2020,entry,S,1,7.29
135139 26/02/2020,entry,S,1,6.52
135218 26/02/2020,exit,S,1,5.66
135314 26/02/2020,entry,S,1,5.64
135333 26/02/2020,entry,C,1,5.71
135438 26/02/2020,exit,S,1,7.05
135509 26/02/2020,entry,C,1,4.99
135510 26/02/2020,exit,S,1,6.82
135710 26/02/2020,entry,S,1,6.05
135741 26/02/2020,entry,S,1,4.77
135743 26/02/2020,entry,N,1,6.09
135806 26/02/2020,entry,N,1,5.83
135849 26/02/2020,exit,S,0,5.9
140049 26/02/2020,entry,S,0,6.66
140159 26/02/2020,exit,S,1,7.14
140415 26/02/2020,entry,N,1,5.91
140648 26/02/2020,entry,S,1,5.94
140706 26/02/2020,exit,C,1,7.49
140921 26/02/2020,exit,S,1,6.12
141250 26/02/2020,exit,C,1,5.97
141338 26/02/2020,exit,N,1,6.62
141434 26/02/2020,entry,C,1,7.38
141539 26/02/2020,entry,C,1,6.74
141959 26/02/2020,exit,C,1,6.7
142024 26/02/2020,exit,C,1,5.57
142044 26/02/2020,exit,N,1,6.31
142301 26/02/2020,entry,C,1,6.34
142357 26/02/2020,entry,S,1,6.29
142537 26/02/2020,exit,C,0,5.77
142547 26/02/2020,exit,C,1,7.67
142837 26/02/2020,exit,C,1,5.41
143057 26/02/2020,exit,C,0,6.44
143153 26/02/2020,exit,S,1,7.64
143414 26/02/2020,entry,C,1,7.37
144103 26/02/2020,entry,S,1,6.1
144507 26/02/2020,exit,C,1,5.75
144859 26/02/2020,exit,N,0,6.77
145115 26/02/2020,exit,N,1,6.23
145127 26/02/2020,exit,S,0,6.68
145333 26/02/2020,entry,C,1,7.75
145505 26/02/2020,exit,C,1,5.5
145606 26/02/2020,exit,S,1,4.74
145657 26/02/2020,entry,C,1,6.31
150041 26/02/2020,entry,N,1,6.1
150054 26/02/2020,entry,S,0,7.25
150159 26/02/2020,exit,S,1,7.52
150436 26/02/2020,exit,C,1,7.88
150523 26/02/2020,entry,C,1,7.22
150552 26/02/2020,exit,C,1,6.52
150760 26/02/2020,entry,C,0,6.66
150828 26/02/2020,exit,S,1,4.01
151303 26/02/2020,exit,N,1,7.11
151316 26/02/2020,entry,C,1,6.62
151356 26/02/2020,exit,S,1,6.59
151712 26/02/2020,exit,S,1,7.16
151802 26/02/2020,entry,C,1,6.94
151829 26/02/2020,exit,C,1,7.05
151930 26/02/2020,entry,C,1,6.74
152344 26/02/2020,entry,C,1,5.83
152413 26/02/2020,exit,C,1,6.36
152613 26/02/2020,exit,S,1,6.82
153015 26/02/2020,entry,C,1,5.97
153031 26/02/2020,entry,C,1,5.07
153052 26/02/2020,entry,C,1,6.45
153057 26/02/2020,exit,C,1,6.11
153540 26/02/2020,exit,N,1,5.88
153752 26/02/2020,exit,S,0,5.51
153850 26/02/2020,exit,C,0,6.47
153852 26/02/2020,exit,C,0,6.15
154246 26/02/2020,entry,S,1,5.6
154328 26/02/2020,exit,S,0,8.22
154704 26/02/2020,entry,N,1,5.53
154708 26/02/2020,entry,C,1,6.03
154717 26/02/2020,entry,S,1,7.04
154856 26/02/2020,entry,C,1,8.03
155010 26/02/2020,exit,C,1,8.72
155103 26/02/2020,exit,S,1,6.73
155138 26/02/2020,exit,S,1,6.76
155440 26/02/2020,exit,N,1,6.24
155702 26/02/2020,exit,N,1,6.65
160001 26/02/2020,exit,S,1,6.14
160007 26/02/2020,exit,S,1,7.56
160018 26/02/2020,entry,C,1,5.85
160214 26/02/2020,entry,C,1,7.1
160255 26/02/2020,entry,C,1,6.38
160515 26/02/2020,exit,N,1,6.1
160546 26/02/2020,exit,S,1,6.7
160637 26/02/2020,exit,N,0,5.2
160849 26/02/2020,exit,C,0,5.17
160908 26/02/2020,exit,S,1,7.7
160920 26/02/2020,entry,S,1,5.52
161017 26/02/2020,exit,C,0,5.92
161127 26/02/2020,exit,S,1,7.08
161131 26/02/2020,exit,C,1,5.93
161325 26/02/2020,exit,S,1,6.6
161449 26/02/2020,exit,N,1,6.09
161506 26/02/2020,entry,S,1,5.08
161718 26/02/2020,exit,C,1,4.68
161926 26/02/2020,entry,S,1,5.48
161939 26/02/2020,exit,C,1,5.47
162115 26/02/2020,exit,N,1,6.81
162329 26/02/2020,exit,C,1,5.61
162414 26/02/2020,entry,N,1,6.88
162504 26/02/2020,exit,C,1,7.29
162648 26/02/2020,exit,S,1,6.13
162755 26/02/2020,exit,C,1,6.01
162934 26/02/2020,exit,C,1,5.49
163235 26/02/2020,entry,N,1,7.4
163604 26/02/2020,exit,N,1,6.23
163610 26/02/2020,exit,S,1,6.43
163629 26/02/2020,exit,C,1,6.21
163834 26/02/2020,exit,S,1,6.5
163941 26/02/2020,exit,C,1,6.21
164033 26/02/2020,entry,N,1,7.19
164056 26/02/2020,exit,S,1,5.63
164152 26/02/2020,exit,C,1,5.82
164153 26/02/2020,exit,C,1,5.68
164221 26/02/2020,exit,C,1,6.4
164310 26/02/2020,entry,C,1,5.92
164320 26/02/2020,exit,C,0,6.8
164426 26/02/2020,exit,S,1,6.29
164515 26/02/2020,exit,C,1,6.29
164641 26/02/2020,entry,C,1,7.09
164929 26/02/2020,exit,C,1,5.76
164935 26/02/2020,exit,C,1,7.67
165144 26/02/2020,exit,S,1,6.52
165145 26/02/2020,exit,N,1,6.82
165214 26/02/2020,exit,C,0,5.22
165429 26/02/2020,entry,C,1,5.77
165733 26/02/2020,exit,C,1,7.32
165742 26/02/2020,exit,S,1,6.26
165825 26/02/2020,exit,S,1,7.33
170212 26/02/2020,exit,N,1,7.49
170216 26/02/2020,exit,C,1,6.47
170229 26/02/2020,entry,C,1,6.47
170302 26/02/2020,entry,N,1,7.13
170551 26/02/2020,exit,C,1,5.39
170614 26/02/2020,exit,C,1,7.95
170644 26/02/2020,exit,N,1,6.28
170710 26/02/2020,exit,S,1,6.57
170732 26/02/2020,exit,C,1,5.12
170857 26/02/2020,exit,C,1,7.32
170936 26/02/2020,exit,C,0,6.68
171058 26/02/2020,exit,C,1,6.28
171244 26/02/2020,exit,C,1,6.51
171249 26/02/2020,entry,S,1,5.97
171331 26/02/2020,exit,S,0,5.46
171510 26/02/2020,entry,N,1,5.7
171532 26/02/2020,exit,N,1,6.82
171636 26/02/2020,exit,C,1,7.35
171921 26/02/2020,exit,S,1,7.79
172019 26/02/2020,entry,S,1,6.69
172050 26/02/2020,exit,S,1,6.04
172145 26/02/2020,exit,C,1,4.63
172146 26/02/2020,exit,S,0,6.2
172255 26/02/2020,exit,S,1,6.72
172439 26/02/2020,exit,S,1,8
172515 26/02/2020,exit,S,1,4.85
172609 26/02/2020,entry,C,1,5.92
172623 26/02/2020,exit,C,1,5.29
172709 26/02/2020,exit,C,1,5.51
172806 26/02/2020,exit,N,1,5.6
172826 26/02/2020,exit,C,1,5.84
172955 26/02/2020,exit,S,1,6.66
173011 26/02/2020,exit,C,1,7.47
173242 26/02/2020,exit,C,1,6.56
173243 26/02/2020,exit,S,0,6.37
173311 26/02/2020,exit,C,1,5.34
173338 26/02/2020,exit,C,1,4.98
173505 26/02/2020,entry,S,1,6.03
173650 26/02/2020,exit,C,1,7.4
173748 26/02/2020,exit,C,1,5.98
173751 26/02/2020,entry,C,1,6.32
173751 26/02/2020,exit,N,1,7.88
173949 26/02/2020,exit,N,1,6.5
174252 26/02/2020,exit,S,1,6.85
174414 26/02/2020,exit,S,0,6.23
174638 26/02/2020,exit,C,1,6.1
174700 26/02/2020,exit,C,1,6.1
174728 26/02/2020,exit,S,1,6.49
174802 26/02/2020,exit,S,1,5.7
174849 26/02/2020,exit,C,1,7.95
174929 26/02/2020,exit,N,1,6.23
175028 26/02/2020,exit,N,1,7.62
175223 26/02/2020,exit,C,0,7.45
175333 26/02/2020,entry,C,1,7.19
175424 26/02/2020,exit,N,1,6.26
175430 26/02/2020,exit,C,1,7.88
175451 26/02/2020,exit,C,1,6.34
175458 26/02/2020,exit,S,1,6.03
175507 26/02/2020,exit,C,1,7.78
175516 26/02/2020,exit,S,1,4.91
175652 26/02/2020,exit,C,0,5.11
180354 26/02/2020,entry,S,1,7.25
180421 26/02/2020,exit,S,1,5.37
180619 26/02/2020,exit,C,1,6.06
180654 26/02/2020,exit,C,1,7.16
180926 26/02/2020,exit,N,1,5.37
181005 26/02/2020,exit,C,1,7.9
181024 26/02/2020,exit,S,1,6.17
181110 26/02/2020,exit,S,1,6.87
181233 26/02/2020,exit,C,1,7.38
181257 26/02/2020,exit,C,1,5.93
181312 26/02/2020,exit,C,1,6.97
181347 26/02/2020,exit,C,1,6.29
181430 26/02/2020,exit,N,1,5.72
181553 26/02/2020,exit,S,0,6.69
181857 26/02/2020,exit,S,1,4.94
182039 26/02/2020,exit,C,1,7.04
182125 26/02/2020,exit,C,1,7.63
182148 26/02/2020,exit,C,1,5.95
182421 26/02/2020,exit,S,1,7.05
182436 26/02/2020,exit,N,1,6.72
182614 26/02/2020,exit,C,1,7.91
182622 26/02/2020,entry,C,1,5.69
182802 26/02/2020,exit,C,1,6.95
182821 26/02/2020,exit,C,1,6.22
183139 26/02/2020,exit,S,1,5.52
183152 26/02/2020,exit,S,1,6.25
183212 26/02/2020,entry,C,1,5.89
183332 26/02/2020,exit,S,1,4.88
183537 26/02/2020,exit,S,1,7.96
183710 26/02/2020,exit,S,1,8.24
183721 26/02/2020,exit,S,1,7.74
183850 26/02/2020,exit,S,1,5.13
184226 26/02/2020,exit,S,1,7.52
184233 26/02/2020,exit,C,0,5.88
184319 26/02/2020,exit,C,1,6.41
184334 26/02/2020,exit,S,1,7.7
184409 26/02/2020,exit,C,1,6.74
184411 26/02/2020,exit,C,1,7.84
184503 26/02/2020,exit,S,1,7.04
184642 26/02/2020,exit,S,1,7.07
184734 26/02/2020,exit,C,0,6.97
184736 26/02/2020,exit,N,1,6.06
184840 26/02/2020,exit,N,1,6.35
184854 26/02/2020,exit,C,1,7.29
185045 26/02/2020,exit,C,1,7.17
185108 26/02/2020,exit,N,0,6.11
185203 26/02/2020,exit,C,1,7.47
185404 26/02/2020,exit,C,1,7.23
185427 26/02/2020,exit,S,1,5.63
185431 26/02/2020,exit,C,1,6.29
185535 26/02/2020,exit,C,1,4.64
185620 26/02/2020,exit,C,1,6.31
185807 26/02/2020,exit,S,1,6.45
185937 26/02/2020,exit,C,1,6.22
190238 26/02/2020,exit,S,1,5.23
190433 26/02/2020,entry,C,1,6.42
190626 26/02/2020,exit,S,0,7.55
190904 26/02/2020,entry,S,1,6.68
190919 26/02/2020,exit,C,0,5.01
191136 26/02/2020,exit,C,1,7.52
191452 26/02/2020,exit,C,0,6.63
191458 26/02/2020,exit,C,1,6.18
191930 26/02/2020,exit,N,1,7.84
192030 26/02/2020,exit,C,1,6.42
192358 26/02/2020,exit,C,0,5.87
192513 26/02/2020,exit,S,1,6.41
192726 26/02/2020,exit,C,1,7.01
192839 26/02/2020,exit,N,1,6.67
192958 26/02/2020,exit,S,1,7.45
193545 26/02/2020,exit,C,1,7.69
193616 26/02/2020,exit,C,1,6.58
193619 26/02/2020,exit,S,1,5.85
193829 26/02/2020,entry,S,1,7.77
194159 26/02/2020,exit,S,1,6.47
194802 26/02/2020,exit,S,1,6.69
195038 26/02/2020,exit,C,1,7.46
195456 26/02/2020,entry,S,1,6.96
195703 26/02/2020,exit,S,1,6.91
200015 26/02/2020,exit,C,0,7.77
200024 26/02/2020,exit,C,1,6.37
200123 26/02/2020,exit,C,1,7.01
200445 26/02/2020,exit,S,1,6.35
200851 26/02/2020,exit,C,0,5.09
201010 26/02/2020,exit,N,1,6.75
201214 26/02/2020,exit,C,1,5.34
201437 26/02/2020,entry,S,1,6.64
201513 26/02/2020,exit,N,1,5.8
201948 26/02/2020,exit,S,1,7.81
202717 26/02/2020,exit,C,1,6.55
205605 26/02/2020,exit,C,1,6.19
205642 26/02/2020,exit,S,0,5.96
210130 26/02/2020,exit,C,1,5.78
210501 26/02/2020,exit,S,1,5.93
212710 26/02/2020,entry,N,1,7.43
212849 26/02/2020,exit,S,1,5.36
212939 26/02/2020,exit,N,1,6.54
213353 26/02/2020,exit,N,0,6.91
214422 26/02/2020,exit,C,1,7.19
214428 26/02/2020,exit,C,1,7.06
215840 26/02/2020,exit,S,1,6.29
220512 26/02/2020,exit,S,1,6.12
221216 26/02/2020,exit,C,1,7.25
221336 26/02/2020,exit,C,1,5.56
222912 26/02/2020,exit,S,1,5.57
230156 26/02/2020,exit,C,1,5.77
230313 26/02/2020,exit,S,1,7.44
231522 26/02/2020,exit,C,1,5.16
233922 26/02/2020,exit,C,1,6.85
234650 26/02/2020,exit,S,1,6.35
000105 27/02/2020,exit,S,1,6.17
000410 27/02/2020,entry,S,1,7.13
002154 27/02/2020,exit,S,1,7.51
003108 27/02/2020,exit,C,1,7.22
003917 27/02/2020,exit,N,1,5.27
014633 27/02/2020,exit,S,0,7.33
024158 27/02/2020,exit,C,1,5.82
024737 27/02/2020,entry,C,0,5.48
050416 27/02/2020,entry,S,1,5.7
052555 27/02/2020,entry,C,1,6.14
060947 27/02/2020,entry,C,0,7
061512 27/02/2020,entry,C,1,4.59
061911 27/02/2020,entry,C,1,6.44
062022 27/02/2020,entry,C,0,7.27
062055 27/02/2020,entry,S,1,6.59
062528 27/02/2020,entry,S,1,4.82
062544 27/02/2020,exit,C,1,5.12
062908 27/02/2020,entry,S,1,6.43
063207 27/02/2020,entry,S,1,4.82
063624 27/02/2020,entry,C,1,5.96
064003 27/02/2020,entry,C,1,6.72
064151 27/02/2020,entry,C,1,5.78
064156 27/02/2020,exit,C,1,7.61
064245 27/02/2020,entry,C,1,7.41
064447 27/02/2020,entry,S,1,6.61
064517 27/02/2020,entry,S,1,5.78
064853 27/02/2020,entry,C,1,6.8
065321 27/02/2020,entry,N,1,6.55
065533 27/02/2020,entry,C,1,6.28
065710 27/02/2020,entry,S,1,6.06
070715 27/02/2020,entry,S,1,7.62
070907 27/02/2020,entry,S,1,6.55
070939 27/02/2020,entry,C,1,7.26
071040 27/02/2020,entry,C,1,6.38
071055 27/02/2020,entry,S,1,8.75
071112 27/02/2020,entry,C,1,7.08
071139 27/02/2020,entry,C,1,7.11
071231 27/02/2020,entry,S,1,7.62
071302 27/02/2020,entry,C,1,6.18
071303 27/02/2020,entry,N,1,5.39
071337 27/02/2020,entry,C,1,6.82
071443 27/02/2020,entry,C,0,5.33
071624 27/02/2020,entry,C,1,6.38
071640 27/02/2020,entry,C,1,5.73
071929 27/02/2020,entry,S,1,7.19
072544 27/02/2020,entry,S,1,7.7
072601 27/02/2020,exit,S,1,5.62
072620 27/02/2020,entry,N,1,7.25
072630 27/02/2020,entry,S,1,6.16
072640 27/02/2020,entry,S,1,5.45
072743 27/02/2020,entry,S,1,6.01
072827 27/02/2020,entry,C,1,5.83
073019 27/02/2020,entry,S,1,7.35
073215 27/02/2020,entry,C,1,7.07
073301 27/02/2020,exit,S,1,6.12
073335 27/02/2020,entry,C,1,5.26
073354 27/02/2020,entry,C,1,7.73
073501 27/02/2020,entry,S,1,6.24
073526 27/02/2020,entry,N,1,8.02
073626 27/02/2020,entry,C,1,6.22
073630 27/02/2020,entry,C,1,7.26
073702 27/02/2020,entry,C,1,7
073749 27/02/2020,entry,S,1,5.21
073810 27/02/2020,entry,S,1,7.47
073838 27/02/2020,entry,S,1,5.93
073858 27/02/2020,entry,S,1,6.12
074051 27/02/2020,entry,C,1,6.21
074152 27/02/2020,entry,C,1,7.1
074222 27/02/2020,entry,S,1,6.46
074226 27/02/2020,entry,S,1,6.64
074246 27/02/2020,entry,C,1,7.08
074253 27/02/2020,entry,N,1,6.44
074305 27/02/2020,entry,C,1,5.62
074345 27/02/2020,entry,C,1,7.49
074350 27/02/2020,entry,C,1,7.78
074415 27/02/2020,entry,C,1,6.74
074422 27/02/2020,exit,C,1,7.6
074512 27/02/2020,entry,C,0,6.69
074515 27/02/2020,entry,C,1,5.96
074741 27/02/2020,entry,S,1,7.52
074836 27/02/2020,entry,C,1,6.87
074840 27/02/2020,entry,S,1,5.43
074956 27/02/2020,entry,S,1,6.96
075211 27/02/2020,entry,C,1,6.8
075258 27/02/2020,entry,C,1,6.57
075336 27/02/2020,entry,C,1,6.16
075339 27/02/2020,exit,C,1,4.17
075523 27/02/2020,entry,S,0,7.2
075638 27/02/2020,entry,S,1,6.86
075646 27/02/2020,exit,S,1,7.1
075747 27/02/2020,entry,N,1,6.69
075808 27/02/2020,entry,C,1,4.7
075835 27/02/2020,entry,C,1,6.18
075846 27/02/2020,entry,C,1,5.97
075931 27/02/2020,entry,N,1,6.73
080303 27/02/2020,entry,S,1,6.45
080414 27/02/2020,entry,S,1,7.78
080604 27/02/2020,entry,C,1,6.96
080656 27/02/2020,entry,C,1,6.93
080960 27/02/2020,exit,C,0,5.99
081004 27/02/2020,entry,C,1,7.31
081015 27/02/2020,entry,S,1,8.09
081144 27/02/2020,entry,C,1,7.12
081203 27/02/2020,entry,S,1,6.12
081250 27/02/2020,entry,N,1,5.65
081349 27/02/2020,entry,S,1,6.17
081401 27/02/2020,exit,C,1,5.38
081435 27/02/2020,entry,C,1,6.47
081445 27/02/2020,entry,C,1,6.09
081523 27/02/2020,entry,N,1,6.08
081602 27/02/2020,exit,S,1,4.72
081634 27/02/2020,entry,S,1,6.64
081706 27/02/2020,entry,S,1,6.15
081731 27/02/2020,entry,C,1,6.19
081817 27/02/2020,entry,C,1,7.1
081819 27/02/2020,entry,S,1,8.43
081827 27/02/2020,entry,C,1,7.5
081835 27/02/2020,entry,C,1,6.67
082029 27/02/2020,exit,N,1,6.89
082030 27/02/2020,entry,S,1,6.43
082323 27/02/2020,entry,N,1,6.28
082416 27/02/2020,entry,N,1,5.72
082460 27/02/2020,entry,C,1,5.42
082524 27/02/2020,exit,C,1,7.18
082554 27/02/2020,entry,C,1,6.42
082654 27/02/2020,entry,S,1,5.13
082753 27/02/2020,entry,C,1,7.45
082909 27/02/2020,exit,C,1,6.94
083059 27/02/2020,exit,S,1,6.04
083118 27/02/2020,exit,C,1,6.71
083341 27/02/2020,entry,S,1,4.75
083430 27/02/2020,entry,C,1,6.61
083541 27/02/2020,entry,N,1,5
083718 27/02/2020,entry,C,1,7.68
083750 27/02/2020,entry,C,0,6.95
083854 27/02/2020,entry,C,1,6.71
083901 27/02/2020,entry,C,1,7.02
084020 27/02/2020,entry,C,1,6.59
084137 27/02/2020,entry,C,1,7.74
084208 27/02/2020,entry,C,1,5.84
084410 27/02/2020,entry,N,1,7.13
084610 27/02/2020,exit,S,0,5.89
084749 27/02/2020,entry,N,1,5.03
084813 27/02/2020,entry,C,1,8.06
084944 27/02/2020,exit,C,1,6.39
085056 27/02/2020,exit,S,1,6.86
085215 27/02/2020,entry,C,1,4.99
085325 27/02/2020,entry,N,1,6.1
085533 27/02/2020,entry,S,0,8.72
085552 27/02/2020,entry,S,1,7.34
085630 27/02/2020,entry,S,1,6.12
085739 27/02/2020,entry,C,0,6.52
085917 27/02/2020,entry,C,1,6.54
085919 27/02/2020,entry,C,0,4.94
085923 27/02/2020,entry,C,1,6.61
090029 27/02/2020,entry,C,1,5.93
090106 27/02/2020,entry,C,1,6.61
090120 27/02/2020,entry,C,1,6.1
090155 27/02/2020,entry,C,1,6
090335 27/02/2020,entry,C,1,7.29
090346 27/02/2020,entry,S,1,6.13
090542 27/02/2020,entry,C,0,6.52
090841 27/02/2020,entry,C,1,5.81
090945 27/02/2020,entry,S,1,6.01
091215 27/02/2020,entry,S,1,5.86
091241 27/02/2020,entry,S,1,7.52
091327 27/02/2020,entry,C,1,7.73
091504 27/02/2020,entry,C,1,8.63
091523 27/02/2020,entry,N,1,6.74
091809 27/02/2020,entry,S,1,6.15
091831 27/02/2020,entry,C,1,7.09
092210 27/02/2020,exit,C,1,8.2
092229 27/02/2020,entry,C,1,6.53
092519 27/02/2020,exit,C,1,8.91
092645 27/02/2020,entry,S,1,6.89
092712 27/02/2020,exit,C,1,6.52
092737 27/02/2020,exit,C,1,7.2
092757 27/02/2020,entry,N,1,8.85
092758 27/02/2020,entry,S,1,5.96
092759 27/02/2020,entry,C,1,6.34
092902 27/02/2020,entry,C,1,5.41
092946 27/02/2020,entry,C,1,7.15
093004 27/02/2020,entry,S,1,6.18
093059 27/02/2020,entry,N,1,6.61
093318 27/02/2020,entry,C,1,5.44
093324 27/02/2020,entry,S,1,5.95
093337 27/02/2020,exit,S,0,6.23
093358 27/02/2020,exit,C,1,5.86
093401 27/02/2020,entry,C,1,7.22
093422 27/02/2020,entry,C,1,7.43
093458 27/02/2020,exit,C,1,6.27
093511 27/02/2020,entry,C,1,6.47
093629 27/02/2020,entry,S,1,8.28
093659 27/02/2020,entry,S,1,6.37
093711 27/02/2020,entry,S,0,6.35
093731 27/02/2020,exit,C,1,7.81
093735 27/02/2020,entry,C,0,7.43
093745 27/02/2020,entry,S,1,5.84
094114 27/02/2020,entry,S,0,5.52
094138 27/02/2020,entry,N,1,4.92
094151 27/02/2020,entry,C,1,5.88
094429 27/02/2020,entry,S,1,6
094500 27/02/2020,entry,C,0,5.86
094524 27/02/2020,entry,C,1,6.63
094621 27/02/2020,entry,C,0,6.68
094635 27/02/2020,entry,C,1,6.64
094739 27/02/2020,entry,S,1,7.49
094812 27/02/2020,entry,C,1,7.04
094818 27/02/2020,entry,C,0,6.4
094845 27/02/2020,entry,S,1,5.97
095029 27/02/2020,exit,S,1,5.33
095053 27/02/2020,entry,C,1,6.76
095154 27/02/2020,exit,C,1,6.86
095424 27/02/2020,entry,S,1,5.18
095538 27/02/2020,entry,S,1,6.94
095624 27/02/2020,entry,S,1,7.86
095742 27/02/2020,exit,C,1,7.44
100001 27/02/2020,entry,C,1,5.95
100032 27/02/2020,entry,C,1,6.45
100034 27/02/2020,exit,S,1,6.9
100201 27/02/2020,exit,C,1,7
100239 27/02/2020,entry,N,1,5.15
100310 27/02/2020,exit,C,0,8.08
100334 27/02/2020,entry,S,1,5.43
100428 27/02/2020,entry,S,1,7.2
100539 27/02/2020,entry,S,1,5.95
100610 27/02/2020,entry,C,1,6.61
100837 27/02/2020,exit,C,1,6.98
101203 27/02/2020,entry,C,1,6.64
101252 27/02/2020,exit,C,1,6.59
101434 27/02/2020,exit,S,1,6.51
101437 27/02/2020,exit,N,1,6.25
101538 27/02/2020,entry,C,1,7.04
101550 27/02/2020,entry,S,1,7.57
101629 27/02/2020,exit,C,1,6.51
101808 27/02/2020,entry,S,0,5.96
101949 27/02/2020,entry,C,1,6.26
102156 27/02/2020,exit,S,1,6.59
102206 27/02/2020,entry,C,1,6.41
102258 27/02/2020,exit,N,0,6.43
102447 27/02/2020,exit,S,1,7.63
102520 27/02/2020,entry,N,1,6.17
102547 27/02/2020,exit,C,1,4.64
102654 27/02/2020,exit,N,0,6.54
102840 27/02/2020,entry,C,1,7.56
102911 27/02/2020,exit,C,1,6.34
102931 27/02/2020,entry,S,1,6.6
102935 27/02/2020,exit,C,1,5.91
103011 27/02/2020,exit,S,1,5.4
103135 27/02/2020,entry,C,1,6.11
103138 27/02/2020,exit,C,1,5.24
103417 27/02/2020,entry,N,1,6.01
103632 27/02/2020,entry,S,1,9.23
103638 27/02/2020,entry,C,1,5.02
103802 27/02/2020,exit,S,1,4.73
103925 27/02/2020,entry,N,1,5.37
104004 27/02/2020,exit,N,1,5.71
104258 27/02/2020,exit,C,1,6.82
104322 27/02/2020,exit,N,1,5.81
104411 27/02/2020,entry,S,0,6.56
104411 27/02/2020,exit,N,1,6.63
104456 27/02/2020,exit,S,1,6.65
104622 27/02/2020,exit,C,1,7.12
104627 27/02/2020,exit,S,1,6.84
104630 27/02/2020,entry,S,1,8.5
104723 27/02/2020,entry,C,1,6.21
104740 27/02/2020,exit,S,0,7.28
104954 27/02/2020,entry,C,0,7.37
105034 27/02/2020,entry,N,0,5.07
105044 27/02/2020,exit,N,1,7.16
105048 27/02/2020,exit,S,1,6.83
105136 27/02/2020,exit,C,1,6.82
105215 27/02/2020,exit,C,1,6.09
105241 27/02/2020,entry,S,1,5.91
105249 27/02/2020,entry,C,1,5.98
105326 27/02/2020,exit,S,0,5.65
105333 27/02/2020,exit,C,1,6.31
105337 27/02/2020,entry,C,1,6.17
105338 27/02/2020,entry,C,1,6.22
105355 27/02/2020,entry,C,1,6.02
105417 27/02/2020,entry,S,1,6.5
105424 27/02/2020,exit,S,0,5.84
